name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward
Darrell White,,,,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/darrell_white,,,,,South
Peter Gibbons,,,,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/peter_gibbons,,,,,West
Sharon Gibson,,,,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/sharon_gibson,,,,,West
Neil Beattie,,,mayor,Loddon Shire Council,http://www.loddon.vic.gov.au,loddon_shire_council/neil_beattie,,,,,Boort
Colleen Condliffe,,,,Loddon Shire Council,http://www.loddon.vic.gov.au,loddon_shire_council/colleen_condliffe,,,,,Inglewood
Geoff Curnow,,,,Loddon Shire Council,http://www.loddon.vic.gov.au,loddon_shire_council/geoff_curnow,,,,,Tarnagulla
Cheryl McKinnon,,,,Loddon Shire Council,http://www.loddon.vic.gov.au,loddon_shire_council/cheryl_mckinnon,,,,,Terrick
Gavan Holt,,,,Loddon Shire Council,http://www.loddon.vic.gov.au,loddon_shire_council/gavan_holt,,,,,Wedderburn
Graham Hackett,,,mayor,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/graham_hackett,,,,,East
Henry McLaughlin,,,,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/henry_mclaughlin,,,,,East
Ian Ellis,,,,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/ian_ellis,,,,,East
John Letchford,,,,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/john_letchford,,,,,South
Russell Mowatt,,,,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/russell_mowatt,,,,,South
Sally Piper,,,,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/sally_piper,,,,,South
Jennifer Anderson,,,,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/jennifer_anderson,,,,,West
John Connor,,,,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/john_connor,,,,,West
Roger Jukes,,,,Macedon Ranges Shire Council,http://www.mrsc.vic.gov.au,macedon_ranges_shire_council/roger_jukes,,,,,West
Geoff Gough,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/geoff_gough,GeoffreyGough@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Michelle Kleinert,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/michelle_kleinert,Michelle.Kleinert@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Paula Piccinini,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/paula_piccinini,Paula.Piccinini@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Anna Chen,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/anna_chen,Anna.Chen@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Dot Haynes,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/dot_haynes,DotHaynes@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Mike Zafiropoulos,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/mike_zafiropoulos,Mike.Zafiropoulos@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Andrew Conlon,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/andrew_conlon,Andrew.Conlon@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Sophy Galbally,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/sophy_galbally,Sophy.Galbally@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Paul McLeish,,,,Manningham City Council,http://www.manningham.vic.gov.au/,manningham_city_council/paul_mcleish,Paul.McLeish@manningham.vic.gov.au,,,http://www.manningham.vic.gov.au/councillors,
Paul Sladdin,,,mayor,Mansfield Shire Council,http://www.mansfield.vic.gov.au,mansfield_shire_council/paul_sladdin,,,,,Bonnie Doon
Russell Bate,,,,Mansfield Shire Council,http://www.mansfield.vic.gov.au,mansfield_shire_council/russell_bate,,,,,Jamieson
Ellen Hogan,,,,Mansfield Shire Council,http://www.mansfield.vic.gov.au,mansfield_shire_council/ellen_hogan,,,,,Mansfield
Ray Robinson,,,,Mansfield Shire Council,http://www.mansfield.vic.gov.au,mansfield_shire_council/ray_robinson,,,,,Mansfield
Marg Attley,,,,Mansfield Shire Council,http://www.mansfield.vic.gov.au,mansfield_shire_council/marg_attley,,,,,Tolmie
Sarah Carter,,,,Maribyrnong City Council,http://www.maribyrnong.vic.gov.au,maribyrnong_city_council/sarah_carter,,,,,River
Cameron McDonald,,,mayor,Maribyrnong City Council,http://www.maribyrnong.vic.gov.au,maribyrnong_city_council/cameron_mcdonald,,,,,River
Catherine Cumming,,,,Maribyrnong City Council,http://www.maribyrnong.vic.gov.au,maribyrnong_city_council/catherine_cumming,,,,,Stony Creek
Nam Quach,,,,Maribyrnong City Council,http://www.maribyrnong.vic.gov.au,maribyrnong_city_council/nam_quach,,,,,Stony Creek 
Michael Clarke,,,,Maribyrnong City Council,http://www.maribyrnong.vic.gov.au,maribyrnong_city_council/michael_clarke,,,,,Yarraville
Grant Miles,,,,Maribyrnong City Council,http://www.maribyrnong.vic.gov.au,maribyrnong_city_council/grant_miles,,,,,Yarraville
Martin Zakharov,,,,Maribyrnong City Council,http://www.maribyrnong.vic.gov.au,maribyrnong_city_council/martin_zakharov,,,,,Yarraville
Tony Dib,,,,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/tony_dib,,,,,Arrabri
Christina Gleeson,,,,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/christina_gleeson,,,,,Arrabri
Natalie Thomas,,,mayor,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/natalie_thomas,,,,,Arrabri
Mary-Anne Lowe,,,,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/mary-anne_lowe,,,,,Mullum
Nora Lamont,,,,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/nora_lamont,,,,,Mullum
Samantha Marks,,,,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/samantha_marks,,,,,Mullum
Liam Fitzgerald,,,,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/liam_fitzgerald,,,,,Wyreena
Rob Steane,,,,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/rob_steane,,,,,Wyreena
Les Willmott,,,,Maroondah City Council,http://www.maroondah.vic.gov.au,maroondah_city_council/les_willmott,,,,,Wyreena
Hon Robert Doyle,,,mayor,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/hon_robert_doyle,lordmayor@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/lord-mayor-250.jpg,Team Doyle,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/lord-mayor-robert-doyle.aspx,
Susan Riley,,2016-10-22,deputy mayor,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/susan_riley,susan.riley@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/dlm-susan-riley.jpg,Team Doyle,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/deputy-lord-mayor-susan-riley.aspx,
Richard Foster,,2016-10-22,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/richard_foster,richard.foster@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-richard-foster.jpg,Our Melbourne,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-richard-foster.aspx,
Rohan Leppert,,,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/rohan_leppert,rohan.leppert@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-leppert-250-332.jpg,Victorian Greens,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-rohan-leppert.aspx,
Kevin Louey,,,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/kevin_louey,kevin.louey@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-kevin-louey.jpg,Team Doyle,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-kevin-louey.aspx,
Stephen Mayne,,2016-10-22,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/stephen_mayne,stephen.mayne@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-stephen-mayne.jpg,"Stephen Mayne: Independence, Experience, Transparency, Accountability",http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-stephen-mayne.aspx,
Cathy Oke,,,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/cathy_oke,cathy.oke@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cathy-oke-250-332.jpg,Victorian Greens,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-cathy-oke.aspx,
Ken Ong,,2016-10-22,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/ken_ong,ken.ong@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-ken-ong.jpg,Gary Singer - John So Melbourne Living,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-ken-ong.aspx,
Beverley Pinder-Mortimer,,2016-10-22,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/beverley_pinder-mortimer,beverley.pinder-mortimer@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-beverley-pinder-mortimer.jpg,Team Doyle,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-beverley-pinder-mortimer.aspx,
Jackie Watts,,,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/jackie_watts,jackie.watts@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-jackie-watts.jpg,Morgan Elliott - Prosperity for Liveability,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-jackie-watts.aspx,
Arron Wood,,,deputy mayor,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/arron_wood,arron.wood@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-arron-wood.jpg,Team Doyle,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-arron-wood.aspx,
Philip Le Liu,2016-10-23,,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/philip_le_liu,philip.leliu@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-philip-le-liu.jpg,Together Melbourne,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-philip-le-liu.aspx,
Michael Caiafa,2016-10-23,,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/michael_caiafa,michael.caiafa@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-michael-caiafa.jpg,Phil Cleary Means Business,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-michael-caiafa.aspx,
Nicholas Reece,2016-10-23,,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/nicholas_reece,nicholas.reece@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-nicholas-reece.jpg,Team Doyle,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-nicholas-reece.aspx,
Tessa Sullivan,2016-10-23,,,Melbourne City Council,http://www.melbourne.vic.gov.au,melbourne_city_council/tessa_sullivan,tessa.sullivan@melbourne.vic.gov.au,http://www.melbourne.vic.gov.au/SiteCollectionImages/cr-tessa-sullivan.jpg,Team Doyle,http://www.melbourne.vic.gov.au/about-council/our-profile/lord-mayor-and-councillors/pages/councillor-tessa-sullivan.aspx,
Nola Dunn,,,,Melton City Council,http://www.melton.vic.gov.au,melton_city_council/nola_dunn,,,,,Cambridge
Kathy Majdlik,,,mayor,Melton City Council,http://www.melton.vic.gov.au,melton_city_council/kathy_majdlik,,,,,Cambridge
Myles Bentley,,,,Melton City Council,http://www.melton.vic.gov.au,melton_city_council/myles_bentley,,,,,Coburn
Sophie Ramsey,,,,Melton City Council,http://www.melton.vic.gov.au,melton_city_council/sophie_ramsey,,,,,Coburn
Bob Turner,,,,Melton City Council,http://www.melton.vic.gov.au,melton_city_council/bob_turner,,,,,Coburn
Lara Carli,,,,Melton City Council,http://www.melton.vic.gov.au,melton_city_council/lara_carli,,,,,Watts
Renata Cugliari,,,,Melton City Council,http://www.melton.vic.gov.au,melton_city_council/renata_cugliari,,,,,Watts
John Arnold,,,,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/john_arnold,,,,,
Greg Brown,,,,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/greg_brown,,,,,
Ali Cupper,,,,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/ali_cupper,,,,,
Mark Eckel,,,,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/mark_eckel,,,,,
Judi Harris,,,,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/judi_harris,,,,,
Jill Joslyn,,,,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/jill_joslyn,,,,,
Glenn Milne,,,mayor,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/glenn_milne,,,,,
Sharyon Peart,,,,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/sharyon_peart,,,,,
Max Thorburn,,,,Mildura Rural City Council,http://www.mildura.vic.gov.au,mildura_rural_city_council/max_thorburn,,,,,
Ross Lee,,,,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/ross_lee,,,,,Central
Rodney Parker,,,,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/rodney_parker,,,,,Central
Desmond Callaghan,,,,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/desmond_callaghan,,,,,Central
Bill Chisholm,,,,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/bill_chisholm,,,,,North
Bill Melbourne,,,,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/bill_melbourne,,,,,North
Rhonda Sanderson,,,,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/rhonda_sanderson,,,,,North
Bob Cornish,,,,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/bob_cornish,,,,,South
Sue Marstaeller,,,mayor,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/sue_marstaeller,,,,,South
Kevin Mulroney,,,,Mitchell Shire Council,http://www.mitchellshire.vic.gov.au,mitchell_shire_council/kevin_mulroney,,,,,South
Kevin Bourke,,,,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/kevin_bourke,,,,,
Wendy Buck,,,,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/wendy_buck,,,,,
Gary Cleveland,,,mayor,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/gary_cleveland,,,,,
Edward Cox,,,,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/edward_cox,,,,,
Brian Keenan,,,,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/brian_keenan,,,,,
Peter Mansfield,,,,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/peter_mansfield,,,,,
Marie Martin,,,,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/marie_martin,,,,,
Don McPhee,,,,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/don_mcphee,,,,,
Alex Monk,,,,Moira Shire Council,http://www.moira.vic.gov.au,moira_shire_council/alex_monk,,,,,
Geoff Lake,,,Mayor,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/geoff_lake,Geoff.Lake@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/geoff-lake.jpg,Labor,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Mayor-Geoff-Lake,Glen Waverley
Katrina Nolan,,2016-10-22,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/katrina_nolan,Katrina.Nolan@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/katrina-nolan.jpg,,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Katrina-Nolan,Glen Waverley
Lynnette Saloumi,2016-10-23,,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/lynnette_saloumi,Lynnette.saloumi@monash.vic.gov.au,https://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/lynnette-saloumi2.jpg,,https://www.monash.vic.gov.au/About-Us/Council/Councillors/Lynnette-Saloumi,Glen Waverley
Brian Little,,,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/brian_little,Brian.Little@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/brian-little.jpg,,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Brian-Little,Mount Waverley
Jieh-Yung Lo,,2016-10-22,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/jieh-yung_lo,Jieh-Yung.Lo@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/jieh-yung-lo.jpg,Labor,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Jieh-Yung-Lo,Mount Waverley
MT Pang Tsoi,2016-10-23,,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/mt_pang_tsoi,MTPang.tsoi@monash.vic.gov.au,https://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/mt-pang-tsoi.jpg,,https://www.monash.vic.gov.au/About-Us/Council/Councillors/MT-Pang-Tsoi,Mount Waverley
Rebecca Paterson,,,Deputy Mayor,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/rebecca_paterson,Rebecca.Paterson@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/rebecca-paterson1.jpg,,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Rebecca-Paterson,Mount Waverley
Robert Davies,,,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/robert_davies,Robert.Davies@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/robert-davies.jpg,Liberal,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Robert-Davies,Mulgrave
Micaela Drieberg,,2016-10-22,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/micaela_drieberg,Micaela.Drieberg@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/micaela-drieberg.jpg,,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Micaela-Drieberg,Mulgrave
Shane McCluskey,2016-10-23,,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/shane_mccluskey,Shane.McCluskey@monash.vic.gov.au,https://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/shane-mccluskey.jpg,,https://www.monash.vic.gov.au/About-Us/Council/Councillors/Shane-McCluskey,Mulgrave
Paul Klisaris,,,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/paul_klisaris,Paul.Klisaris@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/cr-paul-klisaris.jpg,Labor,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Paul-Klisaris,Mulgrave
Bill Pontikis,,2016-10-22,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/bill_pontikis,Bill.Pontikis@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/bill-pontikis.jpg,,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Bill-Pontikis,Oakleigh
Josh Fergeus,2016-10-23,,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/josh_fergeus,Josh.Fergeus@monash.vic.gov.au,https://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/cr-josh-fergeus.jpg,Greens,https://www.monash.vic.gov.au/About-Us/Council/Councillors/Josh-Fergeus,Oakleigh
Theo Zographos,,,,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/theo_zographos,Theo.Zographos@monash.vic.gov.au,http://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/theo-zographos.jpg,Liberal,http://www.monash.vic.gov.au/About-Us/Council/Councillors/Theo-Zographos,Oakleigh
Stuart James,2016-10-23,,Deputy Mayor,Monash City Council,http://www.monash.vic.gov.au,monash_city_council/stuart_james,Stuart.James@monash.vic.gov.au,https://www.monash.vic.gov.au/files/assets/public/about-us/council/councillors/cr-stuart-james.jpg,,https://www.monash.vic.gov.au/About-Us/Council/Councillors/Stuart-James,Oakleigh
Jan Chantry,,,,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/jan_chantry,,,,,Buckley
Paul Giuliano,,,,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/paul_giuliano,,,,,Buckley
Narelle Sharpe,,,,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/narelle_sharpe,,,,,Buckley
Jim Cusack,,,,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/jim_cusack,,,,,Myrnong
Nicole Marshall,,,,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/nicole_marshall,,,,,Myrnong
Cam Nation,,,,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/cam_nation,,,,,Myrnong
Shirley Cornish,,,,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/shirley_cornish,,,,,Rose Hill
John Sipek,,,,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/john_sipek,,,,,Rose Hill
Andrea Surace,,,mayor,Moonee Valley City Council,http://www.mvcc.vic.gov.au,moonee_valley_city_council/andrea_surace,,,,,Rose Hill
Paul Tatchell,,,,Moorabool Shire Council,http://www.moorabool.vic.gov.au,moorabool_shire_council/paul_tatchell,,,,,Central Moorabool
Allan Comrie,,,mayor,Moorabool Shire Council,http://www.moorabool.vic.gov.au,moorabool_shire_council/allan_comrie,,,,,East Moorabool
Tonia Dudzik,,,,Moorabool Shire Council,http://www.moorabool.vic.gov.au,moorabool_shire_council/tonia_dudzik,,,,,East Moorabool
David Edwards,,,,Moorabool Shire Council,http://www.moorabool.vic.gov.au,moorabool_shire_council/david_edwards,,,,,East Moorabool
John Spain,,,,Moorabool Shire Council,http://www.moorabool.vic.gov.au,moorabool_shire_council/john_spain,,,,,East Moorabool
Tom Sullivan,,,,Moorabool Shire Council,http://www.moorabool.vic.gov.au,moorabool_shire_council/tom_sullivan,,,,,West Moorabool
Pat Toohey,,,,Moorabool Shire Council,http://www.moorabool.vic.gov.au,moorabool_shire_council/pat_toohey,,,,,Woodlands
Sue Bolton,,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/sue_bolton,sbolton@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-sue-bolton-headshot.jpg,Socialist Alliance,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-east-ward-councillors/cr-sue-bolton-north-east-ward/,North-East
Michael Teti,,2016-10-22,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/michael_teti,mteti@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-michael-teti-headshot.jpg,Labor,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-east-ward-councillors/cr-michael-teti-north-east-ward/,North-East
Lenka Thompson,,2016-10-22,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/lenka_thompson,lthompson@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-lenka-thompson-headshot.jpg,Australian Greens,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-east-ward-councillors/cr-lenka-thompson-north-east-ward/,North-East
Rob Thompson,,2016-10-22,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/rob_thompson,rthompson@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-rob-thompson-headshot.jpg,Liberal,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-east-ward-councillors/cr-rob-thompson-north-east-ward/,North-East
Natalie Abboud,2016-10-23,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/natalie_abboud,nabboud@moreland.org.au,http://www.moreland.vic.gov.au/globalassets/images/councillors/cr-natalie-abboud-180x240.jpg,Australian Greens,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-east-ward-councillors/cr-natalie-abboud-north-east-ward/,North-East
Annalivia Carli Hannan,2016-10-23,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/annalivia_carli_hannan,acarlihannan@moreland.org.au,http://www.moreland.vic.gov.au/globalassets/images/councillors/cr-annalivia-carli-hannan-180x240.jpg,Labor,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-east-ward-councillors/cr-annalivia-carli-hannan-north-east-ward/,North-East
Ali Irfanli,2016-10-23,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/ali_irfanli,airfanli@moreland.org.au,http://www.moreland.vic.gov.au/globalassets/images/councillors/cr-ali-irfanli-180x240.jpg,Independent,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-east-ward-councillors/cr-ali-irfanli-north-east-ward/,North-East
Helen Davidson,,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/helen_davidson,hdavidson@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-helen-davidson-headshot.jpg,Independent,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-west-ward-councillors/cr-helen-davidson-north-west-ward/,North-West
Lita Gillies,,2016-10-22,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/lita_gillies,lgillies@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-lita-gillies-2015.jpg,Labor,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-west-ward-councillors/cr-lita-gillies-north-west-ward/,North-West
Dale Martin,2016-10-23,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/dale_martin,dmartin@moreland.org.au,http://www.moreland.vic.gov.au/globalassets/images/councillors/cr-dale-martin-180x240.jpg,Greens,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-west-ward-councillors/cr-dale-martin-north-west-ward/,North-West
